"Story","Title","Result","Date","Stability","Duration (s)"
"Seleccion de fecha en un campo de formulario","Mostrar calendario emergente al hacer clic en el campo de fecha","ERROR","2025-11-06T15:19:45.2853004-05:00[America/Bogota]","0.0","27.8"
