"Story","Title","Result","Date","Stability","Duration (s)"
"Seleccion de fecha en un campo de formulario","Seleccionar una fecha dentro del rango permitido","FAILURE","2025-11-07T09:14:15.6313852-05:00[America/Bogota]","0.0","48.66"
